,dateTime,index_1_aqi,index_1_category,index_1_color_red,index_1_color_green,index_1_color_blue,index_2_aqi,index_2_category,index_2_color_red,index_2_color_green,index_2_color_blue,co_concentration_value,co_concentration_units,no2_concentration_value,no2_concentration_units,o3_concentration_value,o3_concentration_units,pm10_concentration_value,pm10_concentration_units,pm25_concentration_value,pm25_concentration_units,so2_concentration_value,so2_concentration_units
123,2024-12-06T15:00:00Z,71,Good air quality,0.49803922,0.8039216,0.2,2,Low air pollution,0.19215687,1,,174.65,PARTS_PER_BILLION,20.69,PARTS_PER_BILLION,17.94,PARTS_PER_BILLION,26.42,MICROGRAMS_PER_CUBIC_METER,17.96,MICROGRAMS_PER_CUBIC_METER,0.31,PARTS_PER_BILLION
124,2024-12-06T14:00:00Z,71,Good air quality,0.49803922,0.8039216,0.2,2,Low air pollution,0.19215687,1,,174.65,PARTS_PER_BILLION,21.86,PARTS_PER_BILLION,14.66,PARTS_PER_BILLION,26.49,MICROGRAMS_PER_CUBIC_METER,17.95,MICROGRAMS_PER_CUBIC_METER,0.31,PARTS_PER_BILLION
125,2024-12-06T13:00:00Z,76,Good air quality,0.4117647,0.77254903,0.20392157,2,Low air pollution,0.19215687,1,,174.65,PARTS_PER_BILLION,23.21,PARTS_PER_BILLION,14.58,PARTS_PER_BILLION,25.33,MICROGRAMS_PER_CUBIC_METER,15.13,MICROGRAMS_PER_CUBIC_METER,0.31,PARTS_PER_BILLION
126,2024-12-06T12:00:00Z,77,Good air quality,0.39607844,0.7647059,0.20392157,2,Low air pollution,0.19215687,1,,0.0,PARTS_PER_BILLION,26.42,PARTS_PER_BILLION,14.53,PARTS_PER_BILLION,25.3,MICROGRAMS_PER_CUBIC_METER,12.52,MICROGRAMS_PER_CUBIC_METER,0.31,PARTS_PER_BILLION
127,2024-12-06T11:00:00Z,78,Good air quality,0.3764706,0.75686276,0.20392157,2,Low air pollution,0.19215687,1,,0.0,PARTS_PER_BILLION,29.65,PARTS_PER_BILLION,14.45,PARTS_PER_BILLION,24.95,MICROGRAMS_PER_CUBIC_METER,13.02,MICROGRAMS_PER_CUBIC_METER,0.31,PARTS_PER_BILLION
128,2024-12-06T10:00:00Z,78,Good air quality,0.3764706,0.75686276,0.20392157,2,Low air pollution,0.19215687,1,,0.0,PARTS_PER_BILLION,23.8,PARTS_PER_BILLION,16.8,PARTS_PER_BILLION,24.42,MICROGRAMS_PER_CUBIC_METER,13.29,MICROGRAMS_PER_CUBIC_METER,0.41,PARTS_PER_BILLION
129,2024-12-06T09:00:00Z,78,Good air quality,0.3764706,0.75686276,0.20392157,2,Low air pollution,0.19215687,1,,0.0,PARTS_PER_BILLION,21.33,PARTS_PER_BILLION,21.96,PARTS_PER_BILLION,24.4,MICROGRAMS_PER_CUBIC_METER,10.67,MICROGRAMS_PER_CUBIC_METER,0.41,PARTS_PER_BILLION
130,2024-12-06T08:00:00Z,80,Excellent air quality,0.34509805,0.74509805,0.20784314,2,Low air pollution,0.19215687,1,,137.04,PARTS_PER_BILLION,11.62,PARTS_PER_BILLION,25.92,PARTS_PER_BILLION,20.44,MICROGRAMS_PER_CUBIC_METER,7.47,MICROGRAMS_PER_CUBIC_METER,0.41,PARTS_PER_BILLION
131,2024-12-06T07:00:00Z,80,Excellent air quality,0.34509805,0.74509805,0.20784314,2,Low air pollution,0.19215687,1,,137.04,PARTS_PER_BILLION,8.16,PARTS_PER_BILLION,25.85,PARTS_PER_BILLION,17.57,MICROGRAMS_PER_CUBIC_METER,9.54,MICROGRAMS_PER_CUBIC_METER,0.41,PARTS_PER_BILLION
132,2024-12-06T06:00:00Z,77,Good air quality,0.39607844,0.7647059,0.20392157,2,Low air pollution,0.19215687,1,,270.91,PARTS_PER_BILLION,5.41,PARTS_PER_BILLION,28.89,PARTS_PER_BILLION,18.0,MICROGRAMS_PER_CUBIC_METER,8.86,MICROGRAMS_PER_CUBIC_METER,0.41,PARTS_PER_BILLION
133,2024-12-06T05:00:00Z,77,Good air quality,0.39607844,0.7647059,0.20392157,2,Low air pollution,0.19215687,1,,270.91,PARTS_PER_BILLION,1.83,PARTS_PER_BILLION,29.7,PARTS_PER_BILLION,13.21,MICROGRAMS_PER_CUBIC_METER,8.44,MICROGRAMS_PER_CUBIC_METER,0.41,PARTS_PER_BILLION
134,2024-12-06T04:00:00Z,77,Good air quality,0.39607844,0.7647059,0.20392157,2,Low air pollution,0.19215687,1,,270.91,PARTS_PER_BILLION,1.72,PARTS_PER_BILLION,29.39,PARTS_PER_BILLION,10.69,MICROGRAMS_PER_CUBIC_METER,7.94,MICROGRAMS_PER_CUBIC_METER,0.41,PARTS_PER_BILLION
135,2024-12-06T03:00:00Z,76,Good air quality,0.4117647,0.77254903,0.20392157,2,Low air pollution,0.19215687,1,,0.28,PARTS_PER_BILLION,5.23,PARTS_PER_BILLION,30.86,PARTS_PER_BILLION,14.3,MICROGRAMS_PER_CUBIC_METER,8.38,MICROGRAMS_PER_CUBIC_METER,0.71,PARTS_PER_BILLION
136,2024-12-06T02:00:00Z,76,Good air quality,0.4117647,0.77254903,0.20392157,2,Low air pollution,0.19215687,1,,162.42,PARTS_PER_BILLION,6.18,PARTS_PER_BILLION,30.86,PARTS_PER_BILLION,17.9,MICROGRAMS_PER_CUBIC_METER,11.46,MICROGRAMS_PER_CUBIC_METER,0.71,PARTS_PER_BILLION
137,2024-12-06T01:00:00Z,75,Good air quality,0.43137255,0.7764706,0.20392157,2,Low air pollution,0.19215687,1,,249.78,PARTS_PER_BILLION,9.31,PARTS_PER_BILLION,31.01,PARTS_PER_BILLION,16.46,MICROGRAMS_PER_CUBIC_METER,15.8,MICROGRAMS_PER_CUBIC_METER,0.71,PARTS_PER_BILLION
138,2024-12-06T00:00:00Z,75,Good air quality,0.43137255,0.7764706,0.20392157,2,Low air pollution,0.19215687,1,,295.46,PARTS_PER_BILLION,8.17,PARTS_PER_BILLION,31.25,PARTS_PER_BILLION,12.87,MICROGRAMS_PER_CUBIC_METER,8.82,MICROGRAMS_PER_CUBIC_METER,0.71,PARTS_PER_BILLION
139,2024-12-05T23:00:00Z,73,Good air quality,0.4627451,0.7921569,0.2,2,Low air pollution,0.19215687,1,,174.65,PARTS_PER_BILLION,10.78,PARTS_PER_BILLION,30.85,PARTS_PER_BILLION,17.04,MICROGRAMS_PER_CUBIC_METER,17.04,MICROGRAMS_PER_CUBIC_METER,1.0,PARTS_PER_BILLION
140,2024-12-05T22:00:00Z,75,Good air quality,0.43137255,0.7764706,0.20392157,2,Low air pollution,0.19215687,1,,174.65,PARTS_PER_BILLION,9.53,PARTS_PER_BILLION,29.25,PARTS_PER_BILLION,15.79,MICROGRAMS_PER_CUBIC_METER,15.79,MICROGRAMS_PER_CUBIC_METER,1.0,PARTS_PER_BILLION
141,2024-12-05T21:00:00Z,77,Good air quality,0.39607844,0.7647059,0.20392157,2,Low air pollution,0.19215687,1,,254.85,PARTS_PER_BILLION,9.93,PARTS_PER_BILLION,29.46,PARTS_PER_BILLION,13.54,MICROGRAMS_PER_CUBIC_METER,13.54,MICROGRAMS_PER_CUBIC_METER,1.0,PARTS_PER_BILLION
142,2024-12-05T20:00:00Z,75,Good air quality,0.43137255,0.7764706,0.20392157,2,Low air pollution,0.19215687,1,,254.85,PARTS_PER_BILLION,11.52,PARTS_PER_BILLION,25.73,PARTS_PER_BILLION,15.43,MICROGRAMS_PER_CUBIC_METER,15.43,MICROGRAMS_PER_CUBIC_METER,1.0,PARTS_PER_BILLION
143,2024-12-05T19:00:00Z,77,Good air quality,0.39607844,0.7647059,0.20392157,2,Low air pollution,0.19215687,1,,254.85,PARTS_PER_BILLION,14.38,PARTS_PER_BILLION,22.72,PARTS_PER_BILLION,15.62,MICROGRAMS_PER_CUBIC_METER,14.29,MICROGRAMS_PER_CUBIC_METER,1.0,PARTS_PER_BILLION
144,2024-12-05T18:00:00Z,77,Good air quality,0.39607844,0.7647059,0.20392157,1,Low air pollution,0.6117647,1,0.6117647,211.18,PARTS_PER_BILLION,15.61,PARTS_PER_BILLION,18.93,PARTS_PER_BILLION,16.35,MICROGRAMS_PER_CUBIC_METER,14.04,MICROGRAMS_PER_CUBIC_METER,0.68,PARTS_PER_BILLION
145,2024-12-05T17:00:00Z,74,Good air quality,0.44705883,0.78431374,0.2,1,Low air pollution,0.6117647,1,0.6117647,211.18,PARTS_PER_BILLION,19.22,PARTS_PER_BILLION,17.87,PARTS_PER_BILLION,16.36,MICROGRAMS_PER_CUBIC_METER,16.36,MICROGRAMS_PER_CUBIC_METER,0.68,PARTS_PER_BILLION
146,2024-12-05T16:00:00Z,82,Excellent air quality,0.30980393,0.73333335,0.20784314,1,Low air pollution,0.6117647,1,0.6117647,190.88,PARTS_PER_BILLION,16.82,PARTS_PER_BILLION,19.15,PARTS_PER_BILLION,13.86,MICROGRAMS_PER_CUBIC_METER,11.38,MICROGRAMS_PER_CUBIC_METER,0.63,PARTS_PER_BILLION
147,2024-12-05T15:00:00Z,79,Good air quality,0.36078432,0.7529412,0.20784314,2,Low air pollution,0.19215687,1,,190.88,PARTS_PER_BILLION,18.34,PARTS_PER_BILLION,19.36,PARTS_PER_BILLION,13.23,MICROGRAMS_PER_CUBIC_METER,12.96,MICROGRAMS_PER_CUBIC_METER,0.63,PARTS_PER_BILLION
148,2024-12-05T14:00:00Z,85,Excellent air quality,0.25882354,0.7137255,0.21176471,2,Low air pollution,0.19215687,1,,201.04,PARTS_PER_BILLION,18.81,PARTS_PER_BILLION,19.25,PARTS_PER_BILLION,14.83,MICROGRAMS_PER_CUBIC_METER,7.41,MICROGRAMS_PER_CUBIC_METER,0.58,PARTS_PER_BILLION
149,2024-12-05T13:00:00Z,87,Excellent air quality,0.22352941,0.7019608,0.21176471,2,Low air pollution,0.19215687,1,,201.04,PARTS_PER_BILLION,18.05,PARTS_PER_BILLION,11.37,PARTS_PER_BILLION,14.16,MICROGRAMS_PER_CUBIC_METER,6.11,MICROGRAMS_PER_CUBIC_METER,0.58,PARTS_PER_BILLION
150,2024-12-05T12:00:00Z,85,Excellent air quality,0.25882354,0.7137255,0.21176471,2,Low air pollution,0.19215687,1,,157.37,PARTS_PER_BILLION,19.59,PARTS_PER_BILLION,11.3,PARTS_PER_BILLION,12.55,MICROGRAMS_PER_CUBIC_METER,8.55,MICROGRAMS_PER_CUBIC_METER,0.58,PARTS_PER_BILLION
151,2024-12-05T11:00:00Z,82,Excellent air quality,0.30980393,0.73333335,0.20784314,2,Low air pollution,0.19215687,1,,131.98,PARTS_PER_BILLION,24.23,PARTS_PER_BILLION,11.45,PARTS_PER_BILLION,9.99,MICROGRAMS_PER_CUBIC_METER,7.09,MICROGRAMS_PER_CUBIC_METER,0.38,PARTS_PER_BILLION
152,2024-12-05T10:00:00Z,83,Excellent air quality,0.2901961,0.7254902,0.21176471,2,Low air pollution,0.19215687,1,,116.76,PARTS_PER_BILLION,16.73,PARTS_PER_BILLION,21.8,PARTS_PER_BILLION,7.95,MICROGRAMS_PER_CUBIC_METER,5.91,MICROGRAMS_PER_CUBIC_METER,0.27,PARTS_PER_BILLION
153,2024-12-05T09:00:00Z,80,Excellent air quality,0.34509805,0.74509805,0.20784314,2,Low air pollution,0.19215687,1,,116.76,PARTS_PER_BILLION,12.56,PARTS_PER_BILLION,24.93,PARTS_PER_BILLION,5.09,MICROGRAMS_PER_CUBIC_METER,5.09,MICROGRAMS_PER_CUBIC_METER,0.21,PARTS_PER_BILLION
154,2024-12-05T08:00:00Z,77,Good air quality,0.39607844,0.7647059,0.20392157,2,Low air pollution,0.19215687,1,,0.0,PARTS_PER_BILLION,7.15,PARTS_PER_BILLION,29.56,PARTS_PER_BILLION,4.97,MICROGRAMS_PER_CUBIC_METER,4.13,MICROGRAMS_PER_CUBIC_METER,0.69,PARTS_PER_BILLION
155,2024-12-05T07:00:00Z,77,Good air quality,0.39607844,0.7647059,0.20392157,2,Low air pollution,0.19215687,1,,0.0,PARTS_PER_BILLION,4.91,PARTS_PER_BILLION,29.74,PARTS_PER_BILLION,4.57,MICROGRAMS_PER_CUBIC_METER,4.05,MICROGRAMS_PER_CUBIC_METER,0.66,PARTS_PER_BILLION
156,2024-12-05T06:00:00Z,76,Good air quality,0.4117647,0.77254903,0.20392157,2,Low air pollution,0.19215687,1,,87.33,PARTS_PER_BILLION,2.26,PARTS_PER_BILLION,30.61,PARTS_PER_BILLION,8.9,MICROGRAMS_PER_CUBIC_METER,7.23,MICROGRAMS_PER_CUBIC_METER,0.8,PARTS_PER_BILLION
157,2024-12-05T05:00:00Z,77,Good air quality,0.39607844,0.7647059,0.20392157,2,Low air pollution,0.19215687,1,,87.33,PARTS_PER_BILLION,2.12,PARTS_PER_BILLION,29.7,PARTS_PER_BILLION,9.01,MICROGRAMS_PER_CUBIC_METER,8.14,MICROGRAMS_PER_CUBIC_METER,0.8,PARTS_PER_BILLION
158,2024-12-05T04:00:00Z,79,Good air quality,0.36078432,0.7529412,0.20784314,2,Low air pollution,0.19215687,1,,282.29,PARTS_PER_BILLION,2.47,PARTS_PER_BILLION,27.2,PARTS_PER_BILLION,9.3,MICROGRAMS_PER_CUBIC_METER,9.01,MICROGRAMS_PER_CUBIC_METER,0.8,PARTS_PER_BILLION
159,2024-12-05T03:00:00Z,82,Excellent air quality,0.30980393,0.73333335,0.20784314,2,Low air pollution,0.19215687,1,,282.29,PARTS_PER_BILLION,5.17,PARTS_PER_BILLION,23.19,PARTS_PER_BILLION,10.81,MICROGRAMS_PER_CUBIC_METER,8.46,MICROGRAMS_PER_CUBIC_METER,0.8,PARTS_PER_BILLION
160,2024-12-05T02:00:00Z,82,Excellent air quality,0.30980393,0.73333335,0.20784314,2,Low air pollution,0.19215687,1,,282.29,PARTS_PER_BILLION,8.7,PARTS_PER_BILLION,23.11,PARTS_PER_BILLION,11.25,MICROGRAMS_PER_CUBIC_METER,7.6,MICROGRAMS_PER_CUBIC_METER,0.8,PARTS_PER_BILLION
161,2024-12-05T01:00:00Z,81,Excellent air quality,0.3254902,0.7411765,0.20784314,2,Low air pollution,0.19215687,1,,282.29,PARTS_PER_BILLION,8.9,PARTS_PER_BILLION,23.83,PARTS_PER_BILLION,12.34,MICROGRAMS_PER_CUBIC_METER,9.41,MICROGRAMS_PER_CUBIC_METER,0.8,PARTS_PER_BILLION
162,2024-12-05T00:00:00Z,81,Excellent air quality,0.3254902,0.7411765,0.20784314,2,Low air pollution,0.19215687,1,,413.32,PARTS_PER_BILLION,9.76,PARTS_PER_BILLION,23.9,PARTS_PER_BILLION,13.02,MICROGRAMS_PER_CUBIC_METER,12.18,MICROGRAMS_PER_CUBIC_METER,0.8,PARTS_PER_BILLION
163,2024-12-04T23:00:00Z,72,Good air quality,0.48235294,0.79607844,0.2,2,Low air pollution,0.19215687,1,,413.32,PARTS_PER_BILLION,15.76,PARTS_PER_BILLION,22.64,PARTS_PER_BILLION,17.17,MICROGRAMS_PER_CUBIC_METER,17.17,MICROGRAMS_PER_CUBIC_METER,0.8,PARTS_PER_BILLION
164,2024-12-04T22:00:00Z,72,Good air quality,0.48235294,0.79607844,0.2,2,Low air pollution,0.19215687,1,,459.07,PARTS_PER_BILLION,24.16,PARTS_PER_BILLION,14.95,PARTS_PER_BILLION,17.31,MICROGRAMS_PER_CUBIC_METER,17.31,MICROGRAMS_PER_CUBIC_METER,1.2,PARTS_PER_BILLION
165,2024-12-04T21:00:00Z,77,Good air quality,0.39607844,0.7647059,0.20392157,2,Low air pollution,0.19215687,1,,459.07,PARTS_PER_BILLION,30.02,PARTS_PER_BILLION,14.46,PARTS_PER_BILLION,15.82,MICROGRAMS_PER_CUBIC_METER,14.18,MICROGRAMS_PER_CUBIC_METER,1.2,PARTS_PER_BILLION
166,2024-12-04T20:00:00Z,75,Good air quality,0.43137255,0.7764706,0.20392157,2,Low air pollution,0.19215687,1,,433.68,PARTS_PER_BILLION,32.39,PARTS_PER_BILLION,10.14,PARTS_PER_BILLION,16.47,MICROGRAMS_PER_CUBIC_METER,14.97,MICROGRAMS_PER_CUBIC_METER,1.1,PARTS_PER_BILLION
167,2024-12-04T19:00:00Z,67,Good air quality,0.5882353,0.8392157,0.16862746,2,Low air pollution,0.19215687,1,,433.68,PARTS_PER_BILLION,34.22,PARTS_PER_BILLION,7.4,PARTS_PER_BILLION,21.38,MICROGRAMS_PER_CUBIC_METER,20.57,MICROGRAMS_PER_CUBIC_METER,1.09,PARTS_PER_BILLION
